,System,TESS source,Cadence [s],Type,RAh,RAm,RAs,Decd,Decm,Decs,Vmag,Kmag,duration,depth,t0,T0err,period,Perioderr,Ephemeris_reference,R_A,R_b,R_b_over_R_A_squared,TIC,TESSMag,SNR,M_A,M_b,a(AU),(m_p/m_s)*(R_s/a)^5,Period(day)
194,TrES-1,SPOC,120, TEP  ,19.0,4.0,9.84,36.0,37.0,57.5,11.79,9.82,0.104,2.2,2455016.969937,7E-05,3.03006973,1.8E-07,2015MNRAS.450.3101B,0.818,1.099,0.0182133007778865,120757718,11.0248,120.95087794322200,0.892,0.761,0.03946,6.78111519848456E-09,3.03006973
196,TrES-3,SPOC,120, TEP  ,17.0,52.0,7.03,37.0,32.0,46.1,12.5,10.61,0.05492,2.7,2455591.367536,5.7E-05,1.30618635,6E-07,arXiv:2106.02610,0.8235,1.31,0.0255337890720705,116264089,11.7213,68.9838521089157,0.921,1.899,0.02276,2.65474168724874E-07,1.30618635
197,TrES-4,SPOC,120, TEP  ,17.0,53.0,13.06,37.0,12.0,42.4,11.59,10.33,0.1524,1.1,2454230.9056,0.0003,3.55392771,4.7E-07,2015A+A...575L..15S,1.81,1.838,0.0104048002363817,159742538,11.1116,69.3583503431417,1.45,0.494,0.0516,3.75667408576402E-08,3.55392771
201,WASP-003,SPOC,120, TEP  ,18.0,34.0,31.62,35.0,39.0,41.5,10.64,9.36,0.1162,1.3,2455362.762292,9.3E-05,1.8468351000000000,2E-07,arXiv:2106.02610,1.298,1.346,0.010850271789769000,27848472,10.1058,129.909278501213,1.11,1.77,0.0305,4.621944852151E-07,1.8468351000000000
203,WASP-005,SPOC,120, TEP  ,23.0,57.0,23.74,-41.0,16.0,37.5,12.14,10.6,0.0988,1.4,2456446.98868,0.00017,1.62842953,5.2E-07,2015MNRAS.450.3101B,1.088,1.175,0.0117684109288516,184240683,11.5464,53.8336450755242,1.033,1.595,0.0274,3.16484346702216E-07,1.62842953
204,WASP-006,SPOC,120, TEP  ,23.0,12.0,37.75,-22.0,40.0,26.1,12.16,10.32,0.1086,2.2,2454425.0218,0.00011,3.36100208,3.1E-07,2015MNRAS.450.1760T,0.864,1.23,0.0204494965307919,204376737,11.4779,92.7354476501836,0.836,0.485,0.0414,4.76872934335377E-09,3.36100208
205,WASP-007,SPOC,120, TEP  ,20.0,44.0,10.22,-39.0,13.0,30.9,9.48,8.4,0.172,1.0,2455446.63493,0.0003,4.9546416,3.5E-06,2010MNRAS.408.1680S,1.478,1.374,0.00872016052069505,389352124,9.0532,211.593380408116,1.317,0.98,0.0624,1.15183356181737E-08,4.9546416
206,WASP-008,SPOC,120, TEP  ,23.0,59.0,36.07,-35.0,1.0,52.9,9.77,8.09,0.1832,1.3,2454679.33741,0.00047,8.15875416,1.6E-07,2010A+A...517L...1Q,0.976,1.165,0.0143764645425273,183532609,9.1468,271.019013808956,1.093,2.216,0.0817,1.02420904273818E-09,8.15875416
209,WASP-012,SPOC,120, TEP  ,6.0,30.0,32.79,29.0,40.0,20.4,11.69,10.19,0.12483,1.6,2456305.455519,2.6E-05,1.09141942,2E-08,arXiv:2012.02211,1.657,1.9,0.013266674299956000,86396382,11.0967,92.15830436245190,1.434,1.47,0.0234,3.7896721886787E-06,1.09141942
210,WASP-013,SPOC,120, TEP  ,9.0,20.0,24.7,33.0,52.0,56.5,10.51,9.12,0.1668,0.9,2455218.5681,0.0008,4.353019,4E-06,2012MNRAS.419.1248B,1.657,1.528,0.00858028224065057,8767448,9.981110000000000,115.493573379162,1.22,0.512,0.0557,2.03023776830846E-08,4.3530190000000000
212,WASP-015,SPOC,120, TEP  ,13.0,55.0,42.71,-32.0,9.0,34.6,10.92,9.69,0.1547,1.2,2454584.69859,0.00029,3.75209748,8.1E-07,2013MNRAS.434.1300S,1.522,1.408,0.00863526931718933,111991770,10.4445,114.025226672167,1.305,0.592,0.05165,2.09282557582128E-08,3.75209748
213,WASP-016,SPOC,120, TEP  ,14.0,18.0,43.92,-20.0,16.0,31.9,11.31,9.59,0.08,1.3,2455495.0619,0.0003,3.1186023,1.6E-06,arXiv:2012.07478,1.087,1.218,0.0126687968062889,46096489,10.6481,78.7977747470702,0.98,0.832,0.0415,2.17322500616897E-08,3.1186023
214,WASP-017,SPOC,120, TEP  ,15.0,59.0,50.95,-28.0,3.0,42.3,11.5,10.22,0.183,1.8,2454592.80154,0.0005,3.7354845,1.9E-06,2012MNRAS.426.1338S,1.583,1.932,0.0150297686834333,66818296,11.0261,131.165004112055,1.286,0.477,0.05135,2.14427237835924E-08,3.7354845
215,WASP-018,SPOC,120, TEP  ,1.0,37.0,25.03,-45.0,40.0,40.4,9.27,8.13,0.09089,1.2,2457255.782941,4.8E-05,0.94145243,2E-08,2020AJ....160..155W,1.255,1.204,0.009286785281020940,100100827,8.8287,205.823502949426,1.295,10.52,0.02055,1.4328663232555E-05,0.94145243
216,WASP-019,SPOC,120, TEP  ,9.0,53.0,40.08,-45.0,39.0,33.0,12.31,10.48,0.06586,2.4,2456021.7039,2E-05,0.7888393,1E-08,arXiv:2002.02606,1.018,1.41,0.0193572006344058,35516889,11.6044,72.53935163241780,0.935,1.139,0.01634,2.37405594168421E-06,0.7888393
217,WASP-020,SPOC,120, TEP  ,0.0,20.0,38.53,-23.0,56.0,8.6,10.68,9.39,0.1418,1.2,2455715.65562,0.00029,4.8996284,3.3E-06,2015A+A...575A..61A,1.242,1.382,0.012493173650889,211438925,10.248,122.244398646926,1.113,0.396,0.05851,3.18388751801313E-09,4.899628400000000
219,WASP-022,SPOC,120, TEP  ,3.0,31.0,16.32,-23.0,49.0,10.9,11.71,10.32,0.145,1.2,2455532.72776,0.00022,3.53273064,7E-07,2016MNRAS.457.4205S,1.255,1.199,0.00920981267230838,257567854,11.185,70.48220870674710,1.249,0.617,0.0489,1.14208194330444E-08,3.53273064
220,WASP-023,SPOC,120, TEP  ,6.0,44.0,30.59,-42.0,45.0,42.5,12.68,10.45,0.0998,1.7,2454813.68159,0.00042,2.94443,1.1E-06,2013A+A...553A..26N,0.819,1.067,0.0171261962964789,170102285,11.7583,57.1267410003555,0.842,0.917,0.03798,1.05439213341901E-08,2.94443
222,WASP-025,SPOC,120, TEP  ,13.0,1.0,26.37,-27.0,31.0,19.9,11.85,10.17,0.116,2.2,2455888.66484,0.00013,3.7648327,9E-07,2014MNRAS.444..776S,0.924,1.247,0.0183776022040002,229047362,11.2175,113.230269870865,1.053,0.598,0.04819,3.05596406811528E-09,3.7648327
223,WASP-026,SPOC,120, TEP  ,0.0,18.0,24.7,-15.0,16.0,2.3,11.1,9.69,0.097,1.0,2455837.59821,0.00044,2.7565972,1.9E-06,2014MNRAS.444..776S,1.284,1.216,0.00904975838976718,32487566,10.5853,69.2770588624892,1.095,1.02,0.03966,6.8793566918407E-08,2.7565972000000000
225,WASP-029,SPOC,120, TEP  ,23.0,51.0,31.08,-39.0,54.0,24.2,11.21,8.78,0.11036,1.3,2455853.72442,0.00017,3.9227186,6.8E-06,2013MNRAS.428.3680G,0.808,0.776,0.0093068047566415,183537452,10.2499,116.704842121194,0.825,0.244,0.04565,1.06681466826905E-09,3.9227186
226,WASP-031,SPOC,120, TEP  ,11.0,17.0,45.35,-19.0,3.0,17.3,11.94,10.65,0.1103,1.6,2456088.4374,0.0001,3.4058853,5E-07,arXiv:2012.07478,1.252,1.549,0.0154452186206239,437248515,11.4553,68.9723188258596,1.163,0.478,0.04659,1.19593198214026E-08,3.4058853
228,WASP-033,SPOC,120, TEP  ,2.0,26.0,51.06,37.0,33.0,1.7,8.18,7.47,0.1188,1.4,2458792.63403,9E-05,1.21987089,7E-08,arXiv:2004.10767,1.509,1.679,0.012491735931134000,129979528,7.876110000000000,420.43400266751800,1.561,2.16,0.0259,1.92884989920911E-06,1.21987089
229,WASP-034,SPOC,120, TEP  ,11.0,1.0,35.89,-23.0,51.0,38.4,10.37,8.79,0.0876,1.2,2454647.55358,0.00064,4.3176782,4.5E-06,2011A+A...526A.130S,0.93,1.22,0.0173641547011215,437242640,9.7566,126.12281431161700,1.01,0.59,0.0524,2.13594050623024E-09,4.3176782
230,WASP-035,SPOC,120, TEP  ,5.0,4.0,19.63,-6.0,13.0,47.4,10.95,9.53,0.1278,1.7,2455531.47907,0.00015,3.161575,2E-06,2011AJ....142...86E,1.09,1.32,0.0147977180675027,43647325,10.4408,147.137729200693,1.07,0.72,0.04317,1.43374254026586E-08,3.161575
231,WASP-036,SPOC,120, TEP  ,8.0,46.0,19.3,-8.0,1.0,36.7,12.7,11.29,0.07566,2.0,2455566.755225,7.2E-05,1.53736596,2E-07,2020AJ....160..155W,0.985,1.327,0.018313412041663,13349647,12.212,42.9591494302981,1.081,2.361,0.02677,3.05850923244017E-07,1.53736596
235,WASP-041,SPOC,120, TEP  ,12.0,42.0,28.5,-30.0,38.0,23.5,11.64,9.68,0.1099,2.1,2455996.67927,0.0001,3.05240154,4.1E-07,2016MNRAS.457.4205S,0.886,1.178,0.0178370495722399,398943781,10.7875,137.226769976761,0.987,0.977,0.041000000000000000,9.68560922415694E-09,3.05240154
236,WASP-042,SPOC,120, TEP  ,12.0,51.0,55.62,-42.0,4.0,25.2,12.57,10.03,0.12043,2.0,2455650.56728,0.00015,4.9816819,1.1E-06,2016MNRAS.457.4205S,0.892,1.122,0.0159645208077907,248075138,11.3728,95.007102716276,0.951,0.527,0.0561,1.1693385568348E-09,4.9816819
237,WASP-043,SPOC,120, TEP  ,10.0,19.0,38.01,-9.0,48.0,22.5,12.37,9.27,0.05115,2.7,2456342.34259,1E-05,0.81347405,2E-08,arXiv:2002.02606,0.667,1.036,0.0243426427320972,36734222,11.1184,98.20954530421710,0.717,2.034,0.01526,9.39698428420749E-07,0.81347405
238,WASP-044,SPOC,120, TEP  ,0.0,15.0,36.76,-11.0,56.0,17.4,12.88,11.34,0.0936,1.6,2455434.37655,0.0002,2.423812,1.2E-06,2016MNRAS.459..789T,0.865,1.002,0.0135395150801029,12862099,12.3993,33.5164049339036,0.917,0.869,0.03445,1.96374482246967E-08,2.423812
239,WASP-045,SPOC,120, TEP  ,0.0,20.0,56.99,-35.0,59.0,53.8,11.98,10.29,0.0746,1.2,2457501.35468,0.00022,3.12607637,6E-07,arXiv:2005.01684,0.917,0.992,0.0118082232410699,120610833,11.5005,41.3128972808734,0.904,1.002,0.0405,1.36952845290848E-08,3.12607637
240,WASP-046,SPOC,120, TEP  ,21.0,14.0,56.86,-55.0,52.0,18.1,12.93,11.4,0.06973,2.1,2455392.317,0.0004,1.43037148,5.3E-07,2018MNRAS.473.5126P,0.858,1.174,0.0188912850137877,231663901,12.4069,37.7651580694326,0.828,1.91,0.02335,3.2085236980036E-07,1.43037148
241,WASP-048,SPOC,120, TEP  ,19.0,24.0,38.98,55.0,28.0,23.3,11.66,10.37,0.1327,1.0,2455364.55241,0.00024,2.14363544,5.8E-07,2015A+A...577A..54C,1.519,1.396,0.00852226767950052,284475976,11.1541,57.291132792281200,1.062,0.907,0.0332,3.55534235975699E-07,2.14363544
242,WASP-049,SPOC,120, TEP  ,6.0,4.0,21.47,-16.0,57.0,55.1,11.36,9.75,0.08918,1.3,2456267.68389,0.00013,2.7817362,1.4E-06,2016A+A...587A..67L,1.038,1.198,0.0134406047913488,306362738,10.8164,75.19746167758100,1.0,0.396,0.0387,1.14137231597997E-08,2.7817362
243,WASP-050,SPOC,120, TEP  ,2.0,54.0,45.13,-10.0,53.0,53.0,11.55,9.97,0.0752,2.0,2455558.61237,0.0002,1.9550938,1.2E-06,2013MNRAS.431..966T,0.855,1.138,0.0178752521547279,382391899,11.0529,91.88362923124240,0.861,1.437,0.02913,7.54887046768779E-08,1.9550938
245,WASP-053,SPOC,120, TEP  ,2.0,7.0,38.22,-20.0,39.0,43.0,12.19,10.39,0.09469,1.6,2455943.56695,0.00012,3.3098443,2E-06,2017MNRAS.467.1714T,0.798,1.074,0.0182769053254848,268766053,11.7617,52.25318456493730,0.839,2.132,0.04101,1.47194321487195E-08,3.3098443
246,WASP-054,SPOC,120, TEP  ,13.0,41.0,49.02,0.0,7.0,41.0,10.42,9.04,0.1863,1.1,2455518.35087,0.00053,3.6936411,5.9E-06,2013A+A...551A..73F,1.828,1.653,0.0082507457908652,61098812,9.87229,158.361933616291,1.213,0.636,0.04987,7.20411499854446E-08,3.6936411
247,WASP-055,SPOC,120, TEP  ,13.0,35.0,1.94,-17.0,30.0,12.7,11.76,10.4,0.1459,1.8,2456416.71565,0.00013,4.4656291,1.1E-06,2016MNRAS.457.4205S,1.102,1.335,0.0148080961118067,294301883,11.3473,95.666043787719,1.162,0.627,0.0558,3.3658797542753E-09,4.4656291
248,WASP-056,SPOC,120, TEP  ,12.0,13.0,27.9,23.0,3.0,20.2,12.17,10.53,0.1484,1.4,2455730.799,0.001,4.617101,3E-06,2013A+A...551A..73F,1.112,1.092,0.00973050957665881,347329162,11.5384,66.3223882411085,1.017,0.571,0.05458,4.09233936291677E-09,4.617101
253,WASP-061,SPOC,120, TEP  ,5.0,1.0,11.91,-26.0,3.0,14.9,12.5,11.01,0.1642,1.0,2456075.4585,0.0005,3.855898,3E-06,2017MNRAS.464..810B,1.39,1.22,0.007773022825423120,13021029,11.7231,44.12509646993980,1.27,2.06,0.0521,4.5524909414445E-08,3.855898
254,WASP-062,SPOC,120, TEP  ,5.0,48.0,33.59,-63.0,59.0,18.3,10.22,8.94,0.1588,1.4,2455855.39316,0.00038,4.41193858,6.4E-07,2020AcA....70..181M,1.28,1.39,0.0118989747621155,149603524,9.7109,203.029225595888,1.25,0.57,0.0567,5.55136269409162E-09,4.41193858
255,WASP-063,SPOC,120, TEP  ,6.0,17.0,20.74,-38.0,19.0,23.8,11.16,9.39,0.2225,0.7,2455921.6527,0.0005,4.37809,6E-06,2012MNRAS.426..739H,1.88,1.43,0.00583789471826901,393414358,10.439,80.0253445613267,1.32,0.38,0.0574,2.25288828065415E-08,4.37809
256,WASP-064,SPOC,120, TEP  ,6.0,44.0,27.61,-32.0,51.0,30.3,12.29,10.96,0.09999,1.8,2455939.73877,0.00022,1.57329034,4.5E-07,2020AJ....160..155W,1.058,1.271,0.0145619537673201,52640302,12.0506,49.688380197175900,1.004,1.271,0.02648,2.6763966556421E-07,1.57329034
257,WASP-065,SPOC,120, TEP  ,8.0,53.0,17.83,8.0,31.0,22.8,11.9,10.35,0.11396,1.7,2456110.68772,0.00015,2.3114243,1.5E-06,2013A+A...559A..36G,1.01,1.112,0.0122311335752965,444013020,11.302,82.19568450651660,0.93,1.55,0.0334,8.75031103583919E-08,2.3114243
258,WASP-066,SPOC,120, TEP  ,10.0,32.0,54.0,-34.0,59.0,23.3,11.61,10.45,0.1876,0.7,2455929.09615,0.00035,4.086052,7E-06,2012MNRAS.426..739H,1.75,1.39,0.006365805796000000,53735810,11.248,44.941025549977600,1.3,2.32,0.0546,1.25334856641172E-07,4.086052
263,WASP-071,SPOC,120, TEP  ,1.0,57.0,3.21,0.0,45.0,31.8,10.56,9.32,0.2091,0.4,2455738.84974,0.0007,2.9036747,6.8E-06,2013A+A...552A.120S,2.26,1.46,0.00421103368490093,422655579,10.1638,51.9003876523843,1.559,2.242,0.04619,8.37321193284585E-07,2.9036747000000000
264,WASP-072,SPOC,120, TEP  ,2.0,44.0,9.6,-30.0,10.0,9.1,10.87,9.62,0.1558,0.4,2457660.74049,0.00049,2.2167429,1E-06,2020AJ....160..155W,1.98,1.27,0.0041512314080833600,122612091,10.4614,37.769565532741500,1.386,1.461,0.03708,9.50198883380975E-07,2.2167429
265,WASP-073,SPOC,120, TEP  ,21.0,19.0,47.91,-58.0,8.0,56.0,10.48,9.03,0.233,0.6,2456365.7688,0.0011,4.0872856,8.7E-06,arXiv:1812.05882,2.07,1.16,0.0031686565576792900,231670397,9.8638,97.0488388518763,1.34,1.88,0.05512,2.17600024441466E-07,4.0872856
268,WASP-076,SPOC,120, TEP  ,1.0,46.0,31.86,2.0,42.0,2.0,9.53,8.24,0.1582,1.2,2458080.62617,0.0004,1.80988198,6E-07,arXiv:2003.05528,1.765,1.854,0.0111334540832492,293435336,9.02706,246.66318175849,1.458,0.894,0.033,5.57229435903578E-07,1.80988198
269,WASP-077,SPOC,120, TEP  ,2.0,28.0,37.22,-7.0,3.0,38.4,10.3,8.4,0.09,2.5,2456271.65907,0.00011,1.36002903,9E-08,2020AJ....160..155W,0.955,1.21,0.016198092684137000,1129033,9.627130000000000,285.382629535409,1.002,1.76,0.024,3.63836111715358E-07,1.36002903
270,WASP-078,SPOC,120, TEP  ,4.0,15.0,1.51,-22.0,6.0,59.1,11.96,11.01,0.1953,0.7,2455882.35952,0.00054,2.17518429,7.8E-07,2020AJ....160..155W,2.35,2.06,0.00775351440995926,139528693,11.8282,31.402815534172100,1.39,0.86,0.0367,1.38290659326279E-06,2.17518429
274,WASP-082,SPOC,120, TEP  ,4.0,50.0,38.56,1.0,53.0,38.1,10.08,8.76,0.2081,0.5,2458447.08368,0.0004,2.7057831,1.6E-06,2020AJ....160..155W,2.219,1.712,0.00600610331319846,452808876,9.538960000000000,90.91559149611920,1.635,1.248,0.04477,4.74076113426057E-07,2.7057831
275,WASP-083,SPOC,120, TEP  ,12.0,40.0,36.51,-19.0,17.0,3.4,12.87,10.39,0.1402,1.3,2457121.99609,0.00015,4.9712917,6E-07,arXiv:2012.07478,1.05,1.04,0.00989892337777778,286865921,11.5037,61.22782054805390,1.11,0.3,0.059,1.00180897746384E-09,4.9712917
276,WASP-084,SPOC,120, TEP  ,8.0,44.0,25.71,1.0,51.0,36.0,10.83,8.86,0.11536,1.8,2456448.052286,6.9E-05,8.5234962,3.7E-06,2015ApJ...800L...9A,0.768,0.976,0.0162958522146267,350293646,10.0471,185.194976180312,0.853,0.687,0.0775,1.59810569677839E-10,8.5234962
278,WASP-086,SPOC,120, TEP  ,17.0,50.0,33.72,36.0,34.0,12.8,10.66,9.36,0.1674,0.3,2457103.7527,0.0005,5.031555,2E-06,arXiv:1608.04225,1.291,0.632,0.00241814063000658,116242971,10.1213,35.671203487711400,1.239,0.821,0.0627,5.09173231969254E-09,5.031555
279,WASP-087,SPOC,120, TEP  ,12.0,21.0,17.92,-52.0,50.0,27.0,10.74,9.6,0.12436,0.7,2456361.8403,0.00021,1.682795,1.9E-06,arXiv:1410.3449,1.627,1.385,0.00731180032803936,15445551,10.349,63.02714533805490,1.204,2.18,0.02946,1.93154248455606E-06,1.682795
282,WASP-091,SPOC,120, TEP  ,23.0,51.0,22.89,-70.0,9.0,10.2,11.99,9.71,0.0976,1.7,2456297.7191,0.0003,2.79857948,4.1E-07,arXiv:2103.12139,0.86,1.03,0.0144736287618307,238176110,11.0443,89.45246929843700,0.84,1.34,0.037,2.24703250215217E-08,2.79857948
283,WASP-092,SPOC,120, TEP  ,16.0,26.0,46.08,51.0,2.0,28.2,13.18,11.52,0.1153,1.5,2456381.28419,0.00028,2.17467334,5.4E-07,arXiv:2106.02610,1.341,1.461,0.0119768540792582,162689341,12.423,34.2934583597915,1.19,0.805,0.0348,1.19342957088612E-07,2.17467334
284,WASP-093,SPOC,120, TEP  ,0.0,37.0,50.11,51.0,17.0,19.5,10.97,9.94,0.0931,1.2,2456079.56495,0.00046,2.73253748,7.8E-07,arXiv:2106.02610,1.524,1.597,0.0110800005114246,240681314,10.6496,78.3960045580815,1.334,1.47,0.04211,1.42056247782822E-07,2.73253748
285,WASP-094A,SPOC,120, TEP  ,20.0,55.0,7.95,-34.0,8.0,7.9,10.06,8.87,0.187,1.4,2456416.40138,0.00026,3.9501907,3.7E-06,2014A+A...572A..49N,1.62,1.72,0.0113743541670477,92352620,9.6433,228.39845561986200,1.45,0.452,0.055,1.43493511627354E-08,3.9501907
286,WASP-095,SPOC,120, TEP  ,22.0,29.0,49.73,-48.0,0.0,11.0,10.09,8.56,0.116,1.4,2456338.45851,0.00024,2.184673,1.4E-06,2014MNRAS.440.1982H,1.13,1.21,0.0115694772341217,144065872,9.4995,194.01896013195,1.11,1.13,0.03416,8.37256596974453E-08,2.184673
287,WASP-096,SPOC,120, TEP  ,0.0,4.0,11.14,-47.0,21.0,38.2,12.19,10.91,0.1011,1.4,2456258.0621,0.0002,3.4252602,2.7E-06,2014MNRAS.440.1982H,1.05,1.2,0.01317904,160148385,11.9116,42.7185786273236,1.06,0.48,0.0453,6.29058541270753E-09,3.4252602
288,WASP-097,SPOC,120, TEP  ,1.0,38.0,25.04,-55.0,46.0,19.5,10.58,9.03,0.1076,1.5,2456438.18683,0.00018,2.07276,1E-06,2014MNRAS.440.1982H,1.06,1.13,0.0114668739518067,230982885,9.9696,155.58704830038,1.12,1.32,0.03303,8.32995341286555E-08,2.07276
289,WASP-098,SPOC,120, TEP  ,3.0,53.0,42.9,-34.0,19.0,41.7,12.98,11.28,0.0795,2.6,2456333.392075,8.2E-05,2.96264036,4.3E-07,2016MNRAS.461.1053M,0.741,1.144,0.0240500240566328,166833457,12.3943,50.372473693911200,0.809,0.922,0.03762,7.01584021382157E-09,2.96264036
290,WASP-099,SPOC,120, TEP  ,2.0,39.0,35.44,-50.0,0.0,28.8,9.48,8.09,0.219,0.5,2456224.9824,0.0014,5.75251,4E-05,2014MNRAS.440.1982H,1.76,1.1,0.0039414853515625,166836920,8.93,126.785963743037,1.48,2.78,0.0717,3.47576853502043E-08,5.75251
291,WASP-100,SPOC,120, TEP  ,4.0,35.0,50.32,-64.0,1.0,37.3,10.8,9.67,0.16,0.8,2458509.10542,0.00014,2.8493823,1.2E-06,2020AJ....160..155W,1.67,1.4,0.007091253504966110,38846515,10.3157,83.2823528896907,1.47,2.03,0.043,2.53348879076413E-07,2.8493823
292,WASP-101,SPOC,120, TEP  ,6.0,33.0,24.26,-23.0,29.0,10.2,10.34,9.07,0.113,1.1,2457663.51944,8E-05,3.585722,4E-06,2017ApJ...835L..12W,1.29,1.41,0.012054763289616000,47911178,9.79059,128.924987990513,1.34,0.5,0.0506,8.3437518510094E-09,3.585722
296,WASP-105,SPOC,120, TEP  ,1.0,36.0,40.24,-50.0,39.0,32.5,12.06,9.94,0.155,1.5,2456600.0765,0.0002,7.87288,1E-05,2017A+A...604A.110A,0.9,0.96,0.0114804081777778,158623531,11.2794,85.8081960308762,0.89,1.8,0.075,1.04493417892007E-09,7.87288
297,WASP-106,SPOC,120, TEP  ,11.0,5.0,43.13,-5.0,4.0,45.9,11.21,10.16,0.2234,0.8,2456649.54972,0.00033,9.2897159,1E-06,2014A+A...570A..64S,1.393,1.085,0.00612148973668594,53189332,10.99,65.86370498058350,1.192,1.925,0.0917,2.71246153559199E-09,9.2897159
299,WASP-108,SPOC,120, TEP  ,13.0,3.0,18.73,-49.0,38.0,22.8,11.22,9.8,0.13216,0.8,2456413.79019,0.00025,2.6755463,2.1E-06,arXiv:1410.3449,1.215,1.284,0.0112687922862978,404340025,10.7036,60.294325261524,1.167,0.892,0.0397,4.26111308777915E-08,2.6755463
302,WASP-111,SPOC,120, TEP  ,21.0,55.0,4.23,-22.0,36.0,45.2,10.26,9.0,0.1373,0.6,2458337.13711,0.00034,2.31096978,6E-07,2020AJ....160..155W,1.85,1.443,0.006138879201,25375553,9.77486,78.1766832259997,1.5,1.83,0.03914,5.97605481274701E-07,2.31096978
303,WASP-112,SPOC,120, TEP  ,22.0,37.0,57.43,-35.0,9.0,13.9,13.33,11.9,0.11987,1.5,2456505.48734,0.00013,3.0353992,3.8E-06,arXiv:1410.3449,1.002,1.191,0.0142556807865332,70440470,12.7923,26.789460720988000,0.807,0.88,0.0382,2.81145500026468E-08,3.0353992
304,WASP-113,SPOC,120, TEP  ,14.0,59.0,29.49,46.0,57.0,36.4,11.77,10.31,0.1791,1.0,2457197.097459,4E-05,4.5421687,4.2E-06,2016A+A...593A.113B,1.608,1.409,0.00774728940396065,310003988,11.191000000000000,65.0310206383643,1.318,0.475,0.05885,1.13966258758794E-08,4.5421687
306,WASP-117,SPOC,120, TEP  ,2.0,27.0,6.09,-50.0,17.0,4.3,10.15,8.78,0.2475,0.8,2457355.51373,0.00055,10.020607,1.1E-05,arXiv:1812.05882,1.17,1.021,0.00768386352860143,166739520,9.6411,150.324140597378,1.126,0.2755,0.09459,1.47091169227974E-10,10.020607
308,WASP-119,SPOC,120, TEP  ,3.0,43.0,43.96,-65.0,11.0,37.8,12.27,10.55,0.126,1.4,2458409.903247,8.6E-05,2.4998052,1.7E-06,arXiv:2005.01684,1.2,1.4,0.0137338867361111,388104525,11.6035,58.562763055860000,1.02,1.23,0.0363,9.88503589896055E-08,2.4998052000000000
